,date,cash_data,vol,dif,ret1,ret2,ret3
10/18/2021 12:30,10/18/2021 12:30,1761.17,2533,-3.86,0.992279469,0.677534506,-0.005271626
10/18/2021 13:00,10/18/2021 13:00,1762.74,2390,1.57,0.406999931,0.403857676,-0.588421793
10/18/2021 13:30,10/18/2021 13:30,1760.27,2390,-2.47,1.573650469,0.640475633,0.233475701
10/18/2021 14:00,10/18/2021 14:00,1764.54,2698,4.27,1.72786269,2.719051933,1.145401464
10/18/2021 14:30,10/18/2021 14:30,1761.3,2698,-3.24,0.758560382,1.310688182,-0.417174509
10/18/2021 15:00,10/18/2021 15:00,1768.42,8072,7.12,2.195117616,1.665129256,0.906568875
10/18/2021 15:30,10/18/2021 15:30,1761.45,8072,-6.97,0.97889093,2.148780723,-0.046336892
10/18/2021 16:00,10/18/2021 16:00,1769.78,8968,8.33,1.194662331,1.16944412,0.19055319
10/18/2021 16:30,10/18/2021 16:30,1762.61,8968,-7.17,0.860461224,1.027960612,-0.16670172
10/18/2021 17:00,10/18/2021 17:00,1766.94,5535,4.33,0.604390557,0.520054638,-0.340406586
10/18/2021 17:30,10/18/2021 17:30,1771.15,5535,4.21,-0.969939507,-0.586222279,-1.190612836
10/18/2021 18:00,10/18/2021 18:00,1770.88,3650,-0.27,0.064061648,-0.062135923,0.907803584
10/18/2021 18:30,10/18/2021 18:30,1767.02,3650,-3.86,-14.31299086,-0.916913779,-0.980975426
10/18/2021 19:00,10/18/2021 19:00,1767.83,3245,0.81,0.210025542,-3.006093658,11.3068972
10/18/2021 19:30,10/18/2021 19:30,1764.95,3245,-2.88,3.557639627,0.747195189,0.537169648
