,date,cash_data,vol
2021-11-09 10:30:00,2021-11-09 10:30:00,1.15798,3801.0
2021-11-09 11:00:00,2021-11-09 11:00:00,1.15827,3107.0
2021-11-09 11:30:00,2021-11-09 11:30:00,1.15941,3107.0
2021-11-09 12:00:00,2021-11-09 12:00:00,1.15978,2659.0
2021-11-09 12:30:00,2021-11-09 12:30:00,1.15894,2659.0
2021-11-09 13:00:00,2021-11-09 13:00:00,1.15955,3165.0
2021-11-09 13:30:00,2021-11-09 13:30:00,1.15776,3165.0
2021-11-09 14:00:00,2021-11-09 14:00:00,1.15814,3301.0
2021-11-09 14:30:00,2021-11-09 14:30:00,1.15707,3301.0
2021-11-09 15:00:00,2021-11-09 15:00:00,1.15692,5016.0
2021-11-09 15:30:00,2021-11-09 15:30:00,1.1596,5016.0
2021-11-09 16:00:00,2021-11-09 16:00:00,1.15863,5541.0
2021-11-09 16:30:00,2021-11-09 16:30:00,1.16082,5541.0
2021-11-09 17:00:00,2021-11-09 17:00:00,1.16017,6024.0
2021-11-09 17:30:00,2021-11-09 17:30:00,1.15749,6024.0
2021-11-09 18:00:00,2021-11-09 18:00:00,1.15706,4248.0
2021-11-09 18:30:00,2021-11-09 18:30:00,1.15871,4248.0
2021-11-09 19:00:00,2021-11-09 19:00:00,1.15856,2771.0
2021-11-09 19:30:00,2021-11-09 19:30:00,1.15933,2771.0
2021-11-09 20:00:00,2021-11-09 20:00:00,1.15865,2124.0
2021-11-09 20:30:00,2021-11-09 20:30:00,1.15933,2124.0
2021-11-09 21:00:00,2021-11-09 21:00:00,1.15879,1798.0
2021-11-09 21:30:00,2021-11-09 21:30:00,1.15942,1798.0
2021-11-09 22:00:00,2021-11-09 22:00:00,1.1598,1811.0
2021-11-09 22:30:00,2021-11-09 22:30:00,1.15915,1811.0
2021-11-09 23:00:00,2021-11-09 23:00:00,1.15962,760.0
2021-11-09 23:30:00,2021-11-09 23:30:00,1.15925,760.0
2021-11-10 00:00:00,2021-11-10 00:00:00,1.15928,455.0
2021-11-10 00:30:00,2021-11-10 00:30:00,1.15897,455.0
2021-11-10 01:00:00,2021-11-10 01:00:00,1.15902,536.0
2021-11-10 01:30:00,2021-11-10 01:30:00,1.15939,536.0
2021-11-10 02:00:00,2021-11-10 02:00:00,1.15946,969.0
2021-11-10 02:30:00,2021-11-10 02:30:00,1.159,969.0
2021-11-10 03:00:00,2021-11-10 03:00:00,1.15945,1585.0
2021-11-10 03:30:00,2021-11-10 03:30:00,1.15874,1585.0
2021-11-10 04:00:00,2021-11-10 04:00:00,1.15915,1334.0
2021-11-10 04:30:00,2021-11-10 04:30:00,1.15826,1334.0
2021-11-10 05:00:00,2021-11-10 05:00:00,1.1582,1195.0
2021-11-10 05:30:00,2021-11-10 05:30:00,1.15869,1195.0
2021-11-10 06:00:00,2021-11-10 06:00:00,1.15809,850.0
2021-11-10 06:30:00,2021-11-10 06:30:00,1.15842,850.0
2021-11-10 07:00:00,2021-11-10 07:00:00,1.15844,1063.0
2021-11-10 07:30:00,2021-11-10 07:30:00,1.15763,1063.0
